,lemmatised_Luke
2517,Heli
2518,.
2519,3:24.
2520,Levi
2521,","
2522,Melchi
2523,","
2524,Janne
2525,","
2526,Joseph
2527,","
2528,3:25.
2529,Mathathias
2530,","
2531,Amos
2532,","
2533,Nahum
2534,","
2535,Hesli
2536,","
2537,Nagge
2538,","
2539,3:26.
2540,Mahath
2541,","
2542,Mathathias
2543,","
2544,Semei
2545,","
2546,Joseph
2547,","
2548,Juda
2549,","
2550,3:27.
2551,Joanna
2552,","
2553,Reza
2554,","
2555,Zorobabel
2556,","
2557,Salathiel
2558,","
2559,Neri
2560,","
2561,3:28.
2562,Melchi
2563,","
2564,Addi
2565,","
2566,Cosan
2567,","
2568,Helmadan
2569,","
2570,","
2571,3:29.
2572,Jesus
2573,","
2574,Eliezer
2575,","
2576,Jorim
2577,","
2578,Mathat
2579,","
2580,Levi
2581,","
2582,3:30.
2583,Simeon
2584,","
2585,Judas
2586,","
2587,Joseph
2588,","
2589,Jona
2590,","
2591,Eliakim
2592,","
2593,3:31.
2594,Melea
2595,","
2596,Menna
2597,","
2598,Mathatha
2599,","
2600,Nathan
2601,","
2602,David
2603,","
2604,3:32.
2605,Jesse
2606,","
2607,Obed
2608,","
2609,Booz
2610,","
2611,Salmon
2612,","
2613,Naasson
2614,","
2615,3:33.
2616,Aminadab
2617,","
2618,Aram
2619,","
2620,Esron
2621,","
2622,Phares
2623,","
2624,Judas
2625,","
2626,3:34.
2627,Jacob
2628,","
2629,Isaac
2630,","
2631,Abraham
2632,","
2633,Thare
2634,","
2635,Nachor
2636,","
2637,3:35.
2638,Sarug
2639,","
2640,Ragau
2641,","
2642,Phaleg
2643,","
2644,Heber
2645,","
2646,Sale
2647,","
2648,3:36.
2649,Cainan
2650,","
2651,Arphaxad
2652,","
2653,Sem
2654,","
2655,Noe
2656,","
2657,Lamech
2658,","
2659,3:37.
2660,Mathusale
2661,","
2662,Henoch
2663,","
2664,Jared
2665,","
2666,Malaleel
2667,","
2668,Cainan
2669,","
2670,3:38.
2671,Henos
2672,","
2673,Seth
2674,","
2675,Adam
2676,","
2677,God
2678,.
2679,Luke
2680,Chapter
2681,4
2682,Christ
2683,’
2684,fasting
2685,temptation
2686,.
2687,persecuted
2688,Nazareth
2689,.
2690,miracle
2691,Capharnaum
2692,.
2693,4:1
2694,.
2695,Jesus
2696,full
2697,Holy
2698,Ghost
2699,","
2700,returned
2701,Jordan
2702,led
2703,spirit
2704,desert
2705,","
2706,4:2
2707,.
2708,space
2709,forty
2710,day
2711,","
2712,tempted
2713,devil
2714,.
2715,ate
2716,nothing
2717,day
2718,.
2719,ended
2720,","
2721,hungry
2722,.
2723,4:3
2724,.
2725,devil
2726,said
2727,:
2728,thou
2729,Son
2730,God
2731,","
2732,say
2733,stone
2734,made
2735,bread
2736,.
2737,4:4
2738,.
2739,Jesus
2740,answered
2741,:
2742,written
2743,Man
2744,liveth
2745,bread
2746,alone
2747,","
2748,every
2749,word
2750,God
2751,.
2752,4:5
2753,.
2754,devil
2755,led
2756,high
2757,mountain
2758,shewed
2759,kingdom
2760,world
2761,moment
2762,time
2763,.
2764,4:6
2765,.
2766,said
2767,:
2768,thee
2769,give
2770,power
2771,glory
2772,.
2773,delivered
2774,:
2775,","
2776,give
2777,.
2778,4:7
2779,.
2780,thou
2781,therefore
2782,wilt
2783,adore
2784,","
2785,shall
2786,thine
2787,.
2788,4:8
2789,.
2790,Jesus
2791,answering
2792,said
2793,.
2794,written
2795,:
2796,Thou
2797,shalt
2798,adore
2799,Lord
2800,thy
2801,God
2802,","
2803,shalt
2804,thou
2805,serve
2806,.
2807,4:9
2808,.
2809,brought
2810,Jerusalem
2811,set
2812,pinnacle
2813,temple
2814,said
2815,:
2816,thou
2817,Son
2818,God
2819,","
2820,cast
2821,thyself
2822,hence
2823,.
2824,4:10
2825,.
2826,written
2827,hath
2828,given
2829,angel
2830,charge
2831,thee
2832,keep
2833,thee
2834,.
2835,4:11
2836,.
2837,hand
2838,shall
2839,bear
2840,thee
2841,","
2842,lest
2843,perhaps
2844,thou
2845,dash
2846,thy
2847,foot
2848,stone
2849,.
2850,4:12
2851,.
2852,Jesus
2853,answering
2854,","
2855,said
2856,:
2857,said
2858,:
2859,Thou
2860,shalt
2861,tempt
2862,Lord
2863,thy
2864,God
2865,.
2866,4:13
2867,.
2868,temptation
2869,ended
2870,","
2871,devil
2872,departed
2873,time
2874,.
2875,4:14
2876,.
2877,Jesus
2878,returned
2879,power
2880,spirit
2881,","
2882,Galilee
2883,:
2884,fame
2885,went
2886,whole
2887,country
2888,.
2889,4:15
2890,.
2891,taught
2892,synagogue
2893,magnified
2894,.
2895,4:16
2896,.
2897,came
2898,Nazareth
2899,","
2900,brought
2901,:
2902,went
2903,synagogue
2904,","
2905,according
2906,custom
2907,","
2908,sabbath
2909,day
2910,:
2911,rose
2912,read
2913,.
2914,4:17
2915,.
2916,book
2917,Isaias
2918,prophet
2919,delivered
2920,unto
2921,.
2922,unfolded
2923,book
2924,","
2925,found
2926,place
2927,written
2928,:
2929,4:18
2930,.
2931,spirit
2932,Lord
2933,upon
2934,.
2935,Wherefore
2936,hath
2937,anointed
2938,preach
2939,gospel
2940,poor
2941,","
2942,hath
2943,sent
2944,heal
2945,contrite
2946,heart
2947,","
2948,4:19
2949,.
2950,preach
2951,deliverance
2952,captive
2953,sight
2954,blind
2955,","
2956,set
2957,liberty
2958,bruised
2959,","
2960,preach
2961,acceptable
2962,year
2963,Lord
2964,day
2965,reward
2966,.
2967,4:20
2968,.
2969,folded
2970,book
2971,","
2972,restored
2973,minister
2974,sat
2975,.
2976,eye
2977,synagogue
2978,fixed
2979,.
2980,4:21
2981,.
2982,began
2983,say
2984,:
2985,day
2986,fulfilled
2987,scripture
2988,ear
2989,.
2990,4:22
2991,.
2992,gave
2993,testimony
2994,.
2995,wondered
2996,word
2997,grace
2998,proceeded
2999,mouth
3000,.
3001,said
3002,:
3003,son
3004,Joseph
3005,?
3006,4:23
3007,.
3008,said
3009,:
3010,Doubtless
3011,say
3012,similitude
3013,:
3014,Physician
3015,","
3016,heal
3017,thyself
3018,.
3019,great
3020,thing
3021,heard
3022,done
3023,Capharnaum
3024,","
3025,also
3026,thy
3027,country
3028,.
3029,4:24
3030,.
3031,said
3032,:
3033,Amen
3034,say
3035,prophet
3036,accepted
3037,country
3038,.
3039,4:25
3040,.
3041,truth
3042,say
3043,","
3044,many
3045,widow
3046,day
3047,Elias
3048,Israel
3049,","
3050,heaven
3051,shut
3052,three
3053,year
3054,six
3055,month
3056,","
3057,great
3058,famine
3059,throughout
3060,earth
3061,.
3062,4:26
3063,.
3064,none
3065,Elias
3066,sent
3067,","
3068,Sarepta
3069,Sidon
3070,","
3071,widow
3072,woman
3073,.
3074,4:27
3075,.
3076,many
3077,leper
3078,Israel
3079,time
3080,Eliseus
3081,prophet
3082,:
3083,none
3084,cleansed
3085,Naaman
3086,Syrian
3087,.
3088,4:28
3089,.
3090,synagogue
3091,","
3092,hearing
3093,thing
3094,","
3095,filled
3096,anger
3097,.
3098,4:29
3099,.
3100,rose
3101,thrust
3102,city
3103,:
3104,brought
3105,brow
3106,hill
3107,whereon
3108,city
3109,built
3110,","
3111,might
3112,cast
3113,headlong
3114,.
3115,4:30
3116,.
3117,passing
3118,midst
3119,","
3120,went
3121,way
3122,.
3123,4:31
3124,.
3125,went
3126,Capharnaum
3127,","
3128,city
3129,Galilee
3130,:
3131,taught
3132,sabbath
3133,day
3134,.
3135,4:32
3136,.
3137,astonished
3138,doctrine
3139,:
3140,speech
3141,power
3142,.
3143,4:33
3144,.
3145,synagogue
3146,man
3147,unclean
3148,devil
3149,:
3150,cried
3151,loud
3152,voice
3153,","
3154,4:34
3155,.
3156,Saying
3157,:
3158,Let
3159,u
3160,alone
3161,.
3162,thee
3163,","
3164,Jesus
3165,Nazareth
3166,?
3167,Art
3168,thou
3169,come
3170,destroy
3171,u
3172,?
3173,know
3174,thee
3175,thou
3176,art
3177,","
3178,holy
3179,one
3180,God
3181,.
3182,4:35
3183,.
3184,Jesus
3185,rebuked
3186,","
3187,saying
3188,:
3189,Hold
3190,thy
3191,peace
3192,go
3193,.
3194,devil
3195,thrown
3196,midst
3197,","
3198,went
3199,hurt
3200,.
3201,4:36
3202,.
3203,came
3204,fear
3205,upon
3206,;
3207,talked
3208,among
3209,","
3210,saying
3211,:
3212,word
3213,","
3214,authority
3215,power
3216,commandeth
3217,unclean
3218,spirit
3219,","
3220,go
3221,?
3222,4:37
3223,.
3224,fame
3225,published
3226,every
3227,place
3228,country
3229,.
3230,4:38
3231,.
3232,Jesus
3233,rising
3234,synagogue
3235,","
3236,went
3237,Simon
3238,’
3239,house
3240,.
3241,Simon
3242,’
3243,wife
3244,’
3245,mother
3246,taken
3247,great
3248,fever
3249,:
3250,besought
3251,.
3252,4:39
3253,.
3254,standing
3255,","
3256,commanded
3257,fever
3258,:
3259,left
3260,.
3261,immediately
3262,rising
3263,","
3264,ministered
3265,.
3266,4:40
3267,.
3268,sun
3269,","
3270,sick
3271,diver
3272,disease
3273,brought
3274,.
3275,","
3276,laying
3277,hand
3278,every
3279,one
3280,","
3281,healed
3282,.
3283,4:41
3284,.
3285,devil
3286,went
3287,many
3288,","
3289,cry
3290,saying
3291,:
3292,Thou
3293,art
3294,son
3295,God
3296,.
3297,rebuking
3298,suffered
3299,speak
3300,;
3301,knew
3302,Christ
3303,.
3304,4:42
3305,.
3306,day
3307,","
3308,going
3309,went
3310,desert
3311,place
3312,:
3313,multitude
3314,sought
3315,","
3316,came
3317,unto
3318,.
3319,stayed
3320,depart
3321,.
3322,4:43
3323,.
3324,said
3325,:
3326,city
3327,also
3328,must
3329,preach
3330,kingdom
3331,God
3332,:
3333,therefore
3334,sent
3335,.
3336,4:44
3337,.
3338,preaching
3339,synagogue
3340,Galilee
3341,.
3342,Luke
3343,Chapter
3344,5
3345,miraculous
3346,draught
3347,fish
3348,.
3349,cure
3350,leper
3351,paralytic
3352,.
3353,call
3354,Matthew
3355,.
3356,5:1
3357,.
3358,came
3359,pas
3360,","
3361,multitude
3362,pressed
3363,upon
3364,hear
3365,word
3366,God
3367,","
3368,stood
3369,lake
3370,Genesareth
3371,","
3372,5:2
3373,.
3374,saw
3375,two
3376,ship
3377,standing
3378,lake
3379,:
3380,fisherman
3381,gone
3382,washing
3383,net
3384,.
3385,5:3
3386,.
3387,going
3388,one
3389,ship
3390,Simon
3391,’
3392,","
3393,desired
3394,draw
3395,back
3396,little
3397,land
3398,.
3399,sitting
3400,","
3401,taught
3402,multitude
3403,ship
3404,.
3405,5:4
3406,.
3407,ceased
3408,speak
3409,","
3410,said
3411,Simon
3412,:
3413,Launch
3414,deep
3415,let
3416,net
3417,draught
3418,.
3419,5:5
3420,.
3421,Simon
3422,answering
3423,said
3424,:
3425,Master
3426,","
3427,laboured
3428,night
3429,taken
3430,nothing
3431,:
3432,thy
3433,word
3434,let
3435,net
3436,.
3437,5:6
3438,.
3439,done
3440,","
3441,enclosed
3442,great
3443,multitude
3444,fish
3445,:
3446,net
3447,broke
3448,.
3449,5:7
3450,.
3451,beckoned
3452,partner
3453,ship
3454,","
3455,come
3456,help
3457,.
3458,came
3459,filled
3460,ship
3461,","
3462,almost
3463,sinking
3464,.
3465,5:8
3466,.
3467,Simon
3468,Peter
3469,saw
3470,","
3471,fell
3472,Jesus
3473,’
3474,knee
3475,","
3476,saying
3477,:
3478,Depart
3479,","
3480,sinful
3481,man
3482,","
3483,Lord
3484,.
3485,5:9
3486,.
3487,wholly
3488,astonished
3489,","
3490,","
3491,draught
3492,fish
3493,taken
3494,.
3495,5:10
3496,.
3497,also
3498,James
3499,John
3500,","
3501,son
3502,Zebedee
3503,","
3504,Simon
3505,’
3506,partner
3507,.
3508,Jesus
3509,saith
3510,Simon
3511,:
3512,Fear
3513,:
3514,henceforth
3515,thou
3516,shalt
3517,catch
3518,men
3519,.
3520,5:11
3521,.
3522,brought
3523,ship
3524,land
3525,","
3526,leaving
3527,thing
3528,","
3529,followed
3530,.
3531,5:12
3532,.
3533,came
3534,pas
3535,","
3536,certain
3537,city
3538,","
3539,behold
3540,man
3541,full
3542,leprosy
3543,","
3544,seeing
3545,Jesus
3546,falling
3547,face
3548,","
3549,besought
3550,saying
3551,:
3552,Lord
3553,","
3554,thou
3555,wilt
3556,","
3557,thou
3558,canst
3559,make
3560,clean
3561,.
3562,5:13
3563,.
3564,stretching
3565,forth
3566,hand
3567,","
3568,touched
3569,","
3570,saying
3571,:
3572,.
3573,thou
3574,cleansed
3575,.
3576,immediately
3577,leprosy
3578,departed
3579,.
3580,5:14
3581,.
3582,charged
3583,tell
3584,man
3585,","
3586,:
3587,Go
3588,","
3589,shew
3590,thyself
3591,priest
3592,offer
3593,thy
3594,cleansing
3595,according
3596,Moses
3597,commanded
3598,","
3599,testimony
3600,.
3601,5:15
3602,.
3603,fame
3604,went
3605,abroad
3606,:
3607,great
3608,multitude
3609,came
3610,together
3611,hear
3612,healed
3613,infirmity
3614,.
3615,5:16
3616,.
3617,retired
3618,desert
3619,;
3620,prayed
3621,.
3622,5:17
3623,.
3624,came
3625,pas
3626,certain
3627,day
3628,","
3629,sat
3630,teaching
3631,","
3632,also
3633,Pharisees
3634,doctor
3635,law
3636,sitting
3637,","
3638,come
3639,every
3640,town
3641,Galilee
3642,Judea
3643,Jerusalem
3644,:
3645,power
3646,Lord
3647,heal
3648,.
3649,5:18
3650,.
3651,behold
3652,","
3653,men
3654,brought
3655,bed
3656,man
3657,palsy
3658,:
3659,sought
3660,mean
3661,bring
3662,lay
3663,.
3664,5:19
3665,.
3666,could
3667,find
3668,way
3669,might
3670,bring
3671,","
3672,multitude
3673,","
3674,went
3675,upon
3676,roof
3677,let
3678,tile
3679,bed
3680,midst
3681,Jesus
3682,.
3683,5:20
3684,.
3685,Whose
3686,faith
3687,saw
3688,","
3689,said
3690,:
3691,Man
3692,","
3693,thy
3694,sin
3695,forgiven
3696,thee
3697,.
3698,5:21
3699,.
3700,scribe
3701,Pharisees
3702,began
3703,think
3704,","
3705,saying
3706,:
3707,speaketh
3708,blasphemy
3709,?
3710,forgive
3711,sin
3712,","
3713,God
3714,alone
3715,?
3716,5:22
3717,.
3718,Jesus
3719,knew
3720,thought
3721,","
3722,answering
3723,said
3724,:
3725,think
3726,heart
3727,?
3728,5:23
3729,.
3730,easier
3731,say
3732,:
3733,Thy
3734,sin
3735,forgiven
3736,thee
3737,;
3738,say
3739,:
3740,Arise
3741,walk
3742,?
3743,5:24
3744,.
3745,may
3746,know
3747,Son
3748,man
3749,hath
3750,power
3751,earth
3752,forgive
3753,sin
3754,(
3755,saith
3756,sick
3757,palsy
3758,)
3759,","
3760,say
3761,thee
3762,","
3763,Arise
3764,","
3765,take
3766,thy
3767,bed
3768,go
3769,thy
3770,house
3771,.
3772,5:25
3773,.
3774,immediately
3775,rising
3776,","
3777,took
3778,bed
3779,lay
3780,:
3781,went
3782,away
3783,house
3784,","
3785,glorifying
3786,God
3787,.
3788,5:26
3789,.
3790,astonished
3791,:
3792,glorified
3793,God
3794,.
3795,filled
3796,fear
3797,","
3798,saying
3799,:
3800,seen
3801,wonderful
3802,thing
3803,to-day
3804,.
3805,5:27
3806,.
3807,thing
3808,","
3809,went
3810,forth
3811,saw
3812,publican
3813,named
3814,Levi
3815,","
3816,sitting
3817,receipt
3818,custom
3819,:
3820,said
3821,:
3822,Follow
3823,.
3824,5:28
3825,.
3826,leaving
3827,thing
3828,","
3829,rose
3830,followed
3831,.
3832,5:29
3833,.
3834,Levi
3835,made
3836,great
3837,feast
3838,house
3839,:
3840,great
3841,company
3842,publican
3843,others
3844,table
3845,.
3846,5:30
3847,.
3848,Pharisees
3849,scribe
3850,murmured
3851,","
3852,saying
3853,disciple
3854,:
3855,eat
3856,drink
3857,publican
3858,sinner
3859,?
3860,5:31
3861,.
3862,Jesus
3863,answering
3864,","
3865,said
3866,:
3867,whole
3868,need
3869,physician
3870,:
3871,sick
3872,.
3873,5:32
3874,.
3875,came
3876,call
3877,","
3878,sinner
3879,penance
3880,.
3881,5:33
3882,.
3883,said
3884,:
3885,disciple
3886,John
3887,fast
3888,often
3889,make
3890,prayer
3891,","
3892,disciple
3893,Pharisees
3894,like
3895,manner
3896,;
3897,thine
3898,eat
3899,drink
3900,?
3901,5:34
3902,.
3903,said
3904,:
3905,make
3906,child
3907,bridegroom
3908,fast
3909,whilst
3910,bridegroom
3911,?
3912,5:35
3913,.
3914,day
3915,come
3916,bridegroom
3917,shall
3918,taken
3919,away
3920,:
3921,shall
3922,fast
3923,day
3924,.
3925,5:36
3926,.
3927,spoke
3928,also
3929,similitude
3930,:
3931,man
3932,putteth
3933,piece
3934,new
3935,garment
3936,upon
3937,old
3938,garment
3939,:
3940,otherwise
3941,rendeth
3942,new
3943,","
3944,piece
3945,taken
3946,new
3947,agreeth
3948,old
3949,.
3950,5:37
3951,.
3952,man
3953,putteth
3954,new
3955,wine
3956,old
3957,bottle
3958,:
3959,otherwise
3960,new
3961,wine
3962,break
3963,bottle
3964,;
3965,spilled
3966,bottle
3967,lost
3968,.
3969,5:38
3970,.
3971,new
3972,wine
3973,must
3974,put
3975,new
3976,bottle
3977,:
3978,preserved
3979,.
3980,5:39
3981,.
3982,man
3983,drinking
3984,old
3985,hath
3986,presently
3987,mind
3988,new
3989,:
3990,saith
3991,:
3992,old
3993,better
3994,.
3995,Luke
3996,Chapter
3997,6
3998,Christ
3999,excuse
4000,disciple
4001,.
4002,cure
4003,upon
4004,sabbath
4005,day
4006,","
4007,chooses
4008,twelve
4009,make
4010,sermon
4011,.
4012,6:1
4013,.
4014,came
4015,pas
4016,second
4017,first
4018,sabbath
4019,","
4020,went
4021,corn
4022,field
4023,","
4024,disciple
4025,plucked
4026,ear
4027,eat
4028,","
4029,rubbing
4030,hand
4031,.
4032,second
4033,first
4034,sabbath
4035,....
4036,understand
4037,sabbath
4038,Pentecost
4039,","
4040,second
4041,course
4042,among
4043,great
4044,feast
4045,:
4046,others
4047,","
4048,sabbath
4049,day
4050,immediately
4051,followed
4052,solemn
4053,feast
4054,.
4055,6:2
4056,.
4057,Pharisees
4058,said
4059,:
4060,lawful
4061,sabbath
4062,day
4063,?
4064,6:3
4065,.
4066,Jesus
4067,answering
4068,","
4069,said
4070,:
4071,read
4072,much
4073,","
4074,David
4075,","
4076,hungry
4077,:
4078,6:4
4079,.
4080,went
4081,house
4082,God
4083,took
4084,ate
4085,bread
4086,proposition
4087,gave
4088,","
4089,lawful
4090,eat
4091,priest
4092,?
4093,6:5
4094,.
4095,said
4096,:
4097,Son
4098,man
4099,Lord
4100,also
4101,sabbath
4102,.
4103,6:6
4104,.
4105,came
4106,pas
4107,also
4108,","
4109,another
4110,sabbath
4111,","
4112,entered
4113,synagogue
4114,taught
4115,.
4116,man
4117,whose
4118,right
4119,hand
4120,withered
4121,.
4122,6:7
4123,.
4124,scribe
4125,Pharisees
4126,watched
4127,would
4128,heal
4129,sabbath
4130,:
4131,might
4132,find
4133,accusation
4134,.
4135,6:8
4136,.
4137,knew
4138,thought
4139,said
4140,man
4141,withered
4142,hand
4143,:
4144,Arise
4145,stand
4146,forth
4147,midst
4148,.
4149,rising
4150,stood
4151,forth
4152,.
4153,6:9
4154,.
4155,Jesus
4156,said
4157,:
4158,ask
4159,","
4160,lawful
4161,sabbath
4162,day
4163,good
4164,evil
4165,?
4166,save
4167,life
4168,destroy
4169,?
4170,6:10
4171,.
4172,looking
4173,round
4174,","
4175,said
4176,man
4177,:
4178,Stretch
4179,forth
4180,thy
4181,hand
4182,.
4183,stretched
4184,forth
4185,.
4186,hand
4187,restored
4188,.
4189,6:11
4190,.
4191,filled
4192,madness
4193,:
4194,talked
4195,one
4196,another
4197,","
4198,might
4199,Jesus
4200,.
4201,6:12
4202,.
4203,came
4204,pas
4205,day
4206,","
4207,went
4208,mountain
4209,pray
4210,:
4211,passed
4212,whole
4213,night
4214,prayer
4215,God
4216,.
4217,6:13
4218,.
4219,day
4220,come
4221,","
4222,called
4223,unto
4224,disciple
4225,:
4226,chose
4227,twelve
4228,(
4229,also
4230,named
4231,apostle
4232,)
4233,:
4234,6:14
4235,.
4236,Simon
4237,","
4238,surnamed
4239,Peter
4240,","
4241,Andrew
4242,brother
4243,","
4244,James
4245,John
4246,","
4247,Philip
4248,Bartholomew
4249,","
4250,6:15
4251,.
4252,Matthew
4253,Thomas
4254,","
4255,James
4256,son
4257,Alpheus
4258,","
4259,Simon
4260,called
4261,Zelotes
4262,","
4263,6:16
4264,.
4265,Jude
4266,brother
4267,James
4268,","
4269,Judas
4270,Iscariot
4271,","
4272,traitor
4273,.
4274,6:17
4275,.
4276,coming
4277,","
4278,stood
4279,plain
4280,place
4281,:
4282,company
4283,disciple
4284,great
4285,multitude
4286,people
4287,Judea
4288,Jerusalem
4289,sea
4290,coast
4291,","
4292,Tyre
4293,Sidon
4294,","
4295,6:18.
4296,come
4297,hear
4298,healed
4299,disease
4300,.
4301,troubled
4302,unclean
4303,spirit
4304,cured
4305,.
4306,6:19
4307,.
4308,multitude
4309,sought
4310,touch
4311,:
4312,virtue
4313,went
4314,healed
4315,.
4316,6:20
4317,.
4318,","
4319,lifting
4320,eye
4321,disciple
4322,","
4323,said
4324,:
4325,Blessed
4326,ye
4327,poor
4328,:
4329,kingdom
4330,God
4331,.
4332,6:21
4333,.
4334,Blessed
4335,ye
4336,hunger
4337,:
4338,shall
4339,filled
4340,.
4341,Blessed
4342,ye
4343,weep
4344,:
4345,shall
4346,laugh
4347,.
4348,6:22
4349,.
4350,Blessed
4351,shall
4352,men
4353,shall
4354,hate
4355,","
4356,shall
4357,separate
4358,shall
4359,reproach
4360,cast
4361,name
4362,evil
4363,","
4364,Son
4365,man
4366,’
4367,sake
4368,.
4369,6:23
4370,.
4371,glad
4372,day
4373,rejoice
4374,:
4375,behold
4376,","
4377,reward
4378,great
4379,heaven
4380,","
4381,according
4382,thing
4383,father
4384,prophet
4385,.
4386,6:24
4387,.
4388,woe
4389,rich
4390,:
4391,consolation
4392,.
4393,6:25
4394,.
4395,Woe
4396,filled
4397,:
4398,shall
4399,hunger
4400,.
4401,Woe
4402,laugh
4403,:
4404,shall
4405,mourn
4406,weep
4407,.
4408,6:26
4409,.
4410,Woe
4411,men
4412,shall
4413,bless
4414,:
4415,according
4416,thing
4417,father
4418,false
4419,prophet
4420,.
4421,6:27
4422,.
4423,say
4424,hear
4425,:
4426,Love
4427,enemy
4428,.
4429,good
4430,hate
4431,.
4432,6:28
4433,.
4434,Bless
4435,curse
4436,pray
4437,calumniate
4438,.
4439,6:29
4440,.
4441,striketh
4442,thee
4443,one
4444,cheek
4445,","
4446,offer
4447,also
4448,.
4449,taketh
4450,away
4451,thee
4452,thy
4453,cloak
4454,","
4455,forbid
4456,take
4457,thy
4458,coat
4459,also
4460,.
4461,6:30
4462,.
4463,Give
4464,every
4465,one
4466,asketh
4467,thee
4468,:
4469,taketh
4470,away
4471,thy
4472,good
4473,","
4474,ask
4475,.
4476,6:31
4477,.
4478,would
4479,men
4480,","
4481,also
4482,like
4483,manner
4484,.
4485,6:32
4486,.
4487,love
