,lemmatised_Matthew
7547,abound
7548,:
7549,hath
7550,","
7551,shall
7552,taken
7553,away
7554,also
7555,hath
7556,.
7557,13:13
7558,.
7559,Therefore
7560,speak
7561,parable
7562,:
7563,seeing
7564,see
7565,","
7566,hearing
7567,hear
7568,","
7569,neither
7570,understand
7571,.
7572,13:14
7573,.
7574,prophecy
7575,Isaias
7576,fulfilled
7577,","
7578,saith
7579,:
7580,hearing
7581,shall
7582,hear
7583,","
7584,shall
7585,understand
7586,:
7587,seeing
7588,shall
7589,see
7590,","
7591,shall
7592,perceive
7593,.
7594,13:15
7595,.
7596,heart
7597,people
7598,grown
7599,gross
7600,","
7601,ear
7602,dull
7603,hearing
7604,","
7605,eye
7606,shut
7607,:
7608,lest
7609,time
7610,see
7611,eye
7612,","
7613,hear
7614,ear
7615,","
7616,understand
7617,heart
7618,","
7619,converted
7620,","
7621,heal
7622,.
7623,13:16
7624,.
7625,blessed
7626,eye
7627,","
7628,see
7629,","
7630,ear
7631,","
7632,hear
7633,.
7634,13:17
7635,.
7636,","
7637,amen
7638,","
7639,say
7640,","
7641,many
7642,prophet
7643,men
7644,desired
7645,see
7646,thing
7647,see
7648,","
7649,seen
7650,:
7651,hear
7652,thing
7653,hear
7654,heard
7655,.
7656,13:18
7657,.
7658,Hear
7659,therefore
7660,parable
7661,sower
7662,.
7663,13:19
7664,.
7665,one
7666,heareth
7667,word
7668,kingdom
7669,","
7670,understandeth
7671,","
7672,cometh
7673,wicked
7674,one
7675,","
7676,catcheth
7677,away
7678,sown
7679,heart
7680,:
7681,received
7682,seed
7683,way
7684,side
7685,.
7686,13:20
7687,.
7688,received
7689,seed
7690,upon
7691,stony
7692,ground
7693,","
7694,heareth
7695,word
7696,","
7697,immediately
7698,receiveth
7699,joy
7700,.
7701,13:21
7702,.
7703,Yet
7704,hath
7705,root
7706,","
7707,time
7708,:
7709,ariseth
7710,tribulation
7711,persecution
7712,word
7713,","
7714,presently
7715,scandalized
7716,.
7717,13:22
7718,.
7719,received
7720,seed
7721,among
7722,thorn
7723,","
7724,heareth
7725,word
7726,","
7727,care
7728,world
7729,deceitfulness
7730,rich
7731,choketh
7732,word
7733,","
7734,becometh
7735,fruitless
7736,.
7737,13:23
7738,.
7739,received
7740,seed
7741,upon
7742,good
7743,ground
7744,","
7745,heareth
7746,word
7747,","
7748,understandeth
7749,","
7750,beareth
7751,fruit
7752,","
7753,yieldeth
7754,one
7755,hundredfold
7756,","
7757,another
7758,sixty
7759,","
7760,another
7761,thirty
7762,.
7763,13:24
7764,.
7765,Another
7766,parable
7767,proposed
7768,","
7769,saying
7770,:
7771,kingdom
7772,heaven
7773,likened
7774,man
7775,sowed
7776,good
7777,seed
7778,field
7779,.
7780,13:25
7781,.
7782,men
7783,asleep
7784,","
7785,enemy
7786,came
7787,oversowed
7788,cockle
7789,among
7790,wheat
7791,went
7792,way
7793,.
7794,13:26
7795,.
7796,blade
7797,sprung
7798,","
7799,brought
7800,forth
7801,fruit
7802,","
7803,appeared
7804,also
7805,cockle
7806,.
7807,13:27
7808,.
7809,servant
7810,good
7811,man
7812,house
7813,coming
7814,said
7815,.
7816,Sir
7817,","
7818,didst
7819,thou
7820,sow
7821,good
7822,seed
7823,thy
7824,field
7825,?
7826,Whence
7827,hath
7828,cockle
7829,?
7830,13:28
7831,.
7832,said
7833,:
7834,enemy
7835,hath
7836,done
7837,.
7838,servant
7839,said
7840,:
7841,Wilt
7842,thou
7843,go
7844,gather
7845,?
7846,13:29
7847,.
7848,said
7849,:
7850,","
7851,lest
7852,perhaps
7853,gathering
7854,cockle
7855,","
7856,root
7857,wheat
7858,also
7859,together
7860,.
7861,13:30
7862,.
7863,Suffer
7864,grow
7865,harvest
7866,","
7867,time
7868,harvest
7869,say
7870,reaper
7871,:
7872,Gather
7873,first
7874,cockle
7875,","
7876,bind
7877,bundle
7878,burn
7879,","
7880,wheat
7881,gather
7882,ye
7883,barn
7884,.
7885,13:31
7886,.
7887,Another
7888,parable
7889,proposed
7890,unto
7891,","
7892,saying
7893,:
7894,kingdom
7895,heaven
7896,like
7897,grain
7898,mustard
7899,seed
7900,","
7901,man
7902,took
7903,sowed
7904,field
7905,.
7906,13:32
7907,.
7908,least
7909,indeed
7910,seed
7911,;
7912,grown
7913,","
7914,greater
7915,herb
7916,","
7917,becometh
7918,tree
7919,","
7920,bird
7921,air
7922,come
7923,","
7924,dwell
7925,branch
7926,thereof
7927,.
7928,13:33
7929,.
7930,Another
7931,parable
7932,spoke
7933,:
7934,kingdom
7935,heaven
7936,like
7937,leaven
7938,","
7939,woman
7940,took
7941,hid
7942,three
7943,measure
7944,meal
7945,","
7946,whole
7947,leavened
7948,.
7949,13:34
7950,.
7951,thing
7952,Jesus
7953,spoke
7954,parable
7955,multitude
7956,:
7957,without
7958,parable
7959,speak
7960,.
7961,13:35
7962,.
7963,might
7964,fulfilled
7965,spoken
7966,prophet
7967,","
7968,saying
7969,:
7970,open
7971,mouth
7972,parable
7973,","
7974,utter
7975,thing
7976,hidden
7977,foundation
7978,world
7979,.
7980,13:36
7981,.
7982,sent
7983,away
7984,multitude
7985,","
7986,came
7987,house
7988,","
7989,disciple
7990,came
7991,","
7992,saying
7993,:
7994,Expound
7995,u
7996,parable
7997,cockle
7998,field
7999,.
8000,13:37.
8001,made
8002,answer
8003,said
8004,:
8005,soweth
8006,good
8007,seed
8008,Son
8009,man
8010,.
8011,13:38
8012,.
8013,field
8014,world
8015,.
8016,good
8017,seed
8018,child
8019,kingdom
8020,.
8021,cockle
8022,child
8023,wicked
8024,one
8025,.
8026,13:39
8027,.
8028,enemy
8029,sowed
8030,","
8031,devil
8032,.
8033,harvest
8034,end
8035,world
8036,.
8037,reaper
8038,angel
8039,.
8040,13:40
8041,.
8042,Even
8043,cockle
8044,therefore
8045,gathered
8046,","
8047,burnt
8048,fire
8049,:
8050,shall
8051,end
8052,world
8053,.
8054,13:41
8055,.
8056,Son
8057,man
8058,shall
8059,send
8060,angel
8061,","
8062,shall
8063,gather
8064,kingdom
8065,scandal
8066,","
8067,work
8068,iniquity
8069,.
8070,13:42
8071,.
8072,shall
8073,cast
8074,furnace
8075,fire
8076,:
8077,shall
8078,weeping
8079,gnashing
8080,teeth
8081,.
8082,13:43
8083,.
8084,shall
8085,shine
8086,sun
8087,","
8088,kingdom
8089,Father
8090,.
8091,hath
8092,ear
8093,hear
8094,","
8095,let
8096,hear
8097,.
8098,13:44
8099,.
8100,kingdom
8101,heaven
8102,like
8103,unto
8104,treasure
8105,hidden
8106,field
8107,.
8108,man
8109,found
8110,","
8111,hid
8112,","
8113,joy
8114,thereof
8115,goeth
8116,","
8117,selleth
8118,hath
8119,","
8120,buyeth
8121,field
8122,.
8123,13:45
8124,.
8125,kingdom
8126,heaven
8127,like
8128,merchant
8129,seeking
8130,good
8131,pearl
8132,.
8133,13:46.
8134,found
8135,one
8136,pearl
8137,great
8138,price
8139,","
8140,went
8141,way
8142,","
8143,sold
8144,","
8145,bought
8146,.
8147,13:47
8148,.
8149,kingdom
8150,heaven
8151,like
8152,net
8153,cast
8154,sea
8155,","
8156,gathering
8157,together
8158,kind
8159,fish
8160,.
8161,13:48
8162,.
8163,","
8164,filled
8165,","
8166,drew
8167,","
8168,sitting
8169,shore
8170,","
8171,chose
8172,good
8173,vessel
8174,","
8175,bad
8176,cast
8177,forth
8178,.
8179,13:49
8180,.
8181,shall
8182,end
8183,world
8184,.
8185,angel
8186,shall
8187,go
8188,","
8189,shall
8190,separate
8191,wicked
8192,among
8193,.
8194,13:50
8195,.
8196,shall
8197,cast
8198,furnace
8199,fire
8200,:
8201,shall
8202,weeping
8203,gnashing
8204,teeth
8205,.
8206,13:51
8207,.
8208,ye
8209,understood
8210,thing
8211,?
8212,say
8213,:
8214,Yes
8215,.
8216,13:52
8217,.
8218,said
8219,unto
8220,:
8221,Therefore
8222,every
8223,scribe
8224,instructed
8225,kingdom
8226,heaven
8227,","
8228,like
8229,man
8230,householder
8231,","
8232,bringeth
8233,forth
8234,treasure
8235,new
8236,thing
8237,old
8238,.
8239,13:53
8240,.
8241,came
8242,pas
8243,:
8244,Jesus
8245,finished
8246,parable
8247,","
8248,passed
8249,thence
8250,.
8251,13:54
8252,.
8253,coming
8254,country
8255,","
8256,taught
8257,synagogue
8258,","
8259,wondered
8260,said
8261,:
8262,came
8263,man
8264,wisdom
8265,miracle
8266,?
8267,13:55
8268,.
8269,carpenter
8270,’
8271,son
8272,?
8273,mother
8274,called
8275,Mary
8276,","
8277,brother
8278,James
8279,","
8280,Joseph
8281,","
8282,Simon
8283,","
8284,Jude
8285,:
8286,brother
8287,....
8288,child
8289,Mary
8290,wife
8291,Cleophas
8292,","
8293,sister
8294,Blessed
8295,Lady
8296,","
8297,(
8298,St.
8299,Matt
8300,.
8301,27
8302,.
8303,56
8304,;
8305,St.
8306,John
8307,19
8308,.
8309,25
8310,","
8311,)
8312,therefore
8313,","
8314,according
8315,usual
8316,style
8317,Scripture
8318,","
8319,called
8320,brother
8321,","
8322,","
8323,near
8324,relation
8325,Saviour
8326,.
8327,13:56
8328,.
8329,sister
8330,","
8331,u
8332,?
8333,Whence
8334,therefore
8335,hath
8336,thing
8337,?
8338,13:57
8339,.
8340,scandalized
8341,regard
8342,.
8343,Jesus
8344,said
8345,:
8346,prophet
8347,without
8348,honour
8349,","
8350,save
8351,country
8352,","
8353,house
8354,.
8355,13:58
8356,.
8357,wrought
8358,many
8359,miracle
8360,","
8361,unbelief
8362,.
8363,Matthew
8364,Chapter
8365,14
8366,Herod
8367,put
8368,John
8369,death
8370,.
8371,Christ
8372,feed
8373,five
8374,thousand
8375,desert
8376,.
8377,walk
8378,upon
8379,sea
8380,","
8381,heals
8382,diseased
8383,touch
8384,garment
8385,.
8386,14:1
8387,.
8388,time
8389,Herod
8390,Tetrarch
8391,heard
8392,fame
8393,Jesus
8394,.
8395,Tetrarch
8396,....
8397,word
8398,","
8399,derived
8400,Greek
8401,","
8402,signifies
8403,one
8404,rule
8405,fourth
8406,part
8407,kingdom
8408,:
8409,Herod
8410,ruled
8411,Galilee
8412,","
8413,fourth
8414,part
8415,kingdom
8416,father
8417,.
8418,14:2
8419,.
8420,said
8421,servant
8422,:
8423,John
8424,Baptist
8425,:
8426,risen
8427,dead
8428,","
8429,therefore
8430,mighty
8431,work
8432,shew
8433,forth
8434,.
8435,14:3
8436,.
8437,Herod
8438,apprehended
8439,John
8440,bound
8441,","
8442,put
8443,prison
8444,","
8445,Herodias
8446,","
8447,brother
8448,’
8449,wife
8450,.
8451,14:4
8452,.
8453,John
8454,said
8455,:
8456,lawful
8457,thee
8458,.
8459,14:5
8460,.
8461,mind
8462,put
8463,death
8464,","
8465,feared
8466,people
8467,:
8468,esteemed
8469,prophet
8470,.
8471,14:6
8472,.
8473,Herod
8474,’
8475,birthday
8476,","
8477,daughter
8478,Herodias
8479,danced
8480,:
8481,pleased
8482,Herod
8483,.
8484,14:7
8485,.
8486,Whereupon
8487,promised
8488,oath
8489,","
8490,give
8491,whatsoever
8492,would
8493,ask
8494,.
8495,14:8
8496,.
8497,instructed
8498,mother
8499,","
8500,said
8501,:
8502,Give
8503,dish
8504,head
8505,John
8506,Baptist
8507,.
8508,14:9
8509,.
8510,king
8511,struck
8512,sad
8513,:
8514,yet
8515,oath
8516,","
8517,sat
8518,table
8519,","
8520,commanded
8521,given
8522,.
8523,14:10
8524,.
8525,sent
8526,","
8527,beheaded
8528,John
8529,prison
8530,.
8531,14:11
8532,.
8533,head
8534,brought
8535,dish
8536,:
8537,given
8538,damsel
8539,","
8540,brought
8541,mother
8542,.
8543,14:12
8544,.
8545,disciple
8546,came
8547,took
8548,body
8549,","
8550,buried
8551,","
8552,came
8553,told
8554,Jesus
8555,.
8556,14:13
8557,.
8558,Jesus
8559,heard
8560,","
8561,retired
8562,thence
8563,boat
8564,","
8565,desert
8566,place
8567,apart
8568,","
8569,multitude
8570,heard
8571,","
8572,followed
8573,foot
8574,city
8575,.
8576,14:14
8577,.
8578,coming
8579,forth
8580,saw
8581,great
8582,multitude
8583,","
8584,compassion
8585,","
8586,healed
8587,sick
8588,.
8589,14:15
8590,.
8591,evening
8592,","
8593,disciple
8594,came
8595,","
8596,saying
8597,:
8598,desert
8599,place
8600,","
8601,hour
8602,passed
8603,:
8604,send
8605,away
8606,multitude
8607,","
8608,going
8609,town
8610,","
8611,may
8612,buy
8613,victual
8614,.
8615,14:16
8616,.
8617,Jesus
8618,said
8619,","
8620,need
8621,go
8622,:
8623,give
8624,eat
8625,.
8626,14:17
8627,.
8628,answered
8629,:
8630,","
8631,five
8632,loaf
8633,","
8634,two
8635,fish
8636,.
8637,14:18.
8638,said
8639,:
8640,Bring
8641,hither
8642,.
8643,14:19
8644,.
8645,commanded
8646,multitude
8647,sit
8648,upon
8649,grass
8650,","
8651,took
8652,five
8653,loaf
8654,two
8655,fish
8656,","
8657,looking
8658,heaven
8659,","
8660,blessed
8661,","
8662,brake
8663,","
8664,gave
8665,loaf
8666,disciple
8667,","
8668,disciple
8669,multitude
8670,.
8671,14:20
8672,.
8673,eat
8674,","
8675,filled
8676,.
8677,took
8678,remained
8679,","
8680,twelve
8681,full
8682,basket
8683,fragment
8684,.
8685,14:21
8686,.
8687,number
8688,eat
8689,","
8690,five
8691,thousand
8692,men
8693,","
8694,besides
8695,woman
8696,child
8697,.
8698,14:22
8699,.
8700,forthwith
8701,Jesus
8702,obliged
8703,disciple
8704,go
8705,boat
8706,","
8707,go
8708,water
8709,","
8710,till
8711,dismissed
8712,people
8713,.
8714,14:23
8715,.
8716,dismissed
8717,multitude
8718,","
8719,went
8720,mountain
8721,alone
8722,pray
8723,.
8724,evening
8725,","
8726,alone
8727,.
8728,14:24
8729,.
8730,boat
8731,midst
8732,sea
8733,tossed
8734,wave
8735,:
8736,wind
8737,contrary
8738,.
8739,14:25
8740,.
8741,fourth
8742,watch
8743,night
8744,","
8745,came
8746,walking
8747,upon
8748,sea
8749,.
8750,14:26
8751,.
8752,seeing
8753,walking
8754,upon
8755,sea
8756,","
8757,troubled
8758,","
8759,saying
8760,:
8761,apparition
8762,.
8763,cried
8764,fear
8765,.
8766,14:27
8767,.
8768,immediately
8769,Jesus
8770,spoke
8771,","
8772,saying
8773,:
8774,good
8775,heart
8776,:
8777,","
8778,fear
8779,ye
8780,.
8781,14:28
8782,.
8783,Peter
8784,making
8785,answer
8786,","
8787,said
8788,:
8789,Lord
8790,","
8791,thou
8792,","
8793,bid
8794,come
8795,thee
8796,upon
8797,water
8798,.
8799,14:29
8800,.
8801,said
8802,:
8803,Come
8804,.
8805,Peter
8806,going
8807,boat
8808,walked
8809,upon
8810,water
8811,come
8812,Jesus
8813,.
8814,14:30
8815,.
8816,seeing
8817,wind
8818,strong
8819,","
8820,afraid
8821,:
8822,began
8823,sink
8824,","
8825,cried
8826,","
8827,saying
8828,:
8829,Lord
8830,","
8831,save
8832,.
8833,14:31
8834,.
8835,immediately
8836,Jesus
8837,stretching
8838,forth
8839,hand
8840,took
8841,hold
8842,","
8843,said
8844,:
8845,thou
8846,little
8847,faith
8848,","
8849,didst
8850,thou
8851,doubt
8852,?
8853,14:32
8854,.
8855,come
8856,boat
8857,","
8858,wind
8859,ceased
8860,.
8861,14:33
8862,.
8863,boat
8864,came
8865,adored
8866,","
8867,saying
8868,:
8869,Indeed
8870,thou
8871,art
8872,Son
8873,God
8874,.
8875,14:34
8876,.
8877,passed
8878,water
8879,","
8880,came
8881,country
8882,Genesar
8883,.
8884,14:35
8885,.
8886,men
8887,place
8888,knowledge
8889,","
8890,sent
8891,country
8892,","
8893,brought
8894,diseased
8895,.
8896,14:36
8897,.
8898,besought
8899,might
8900,touch
8901,hem
8902,garment
8903,.
8904,many
8905,touched
8906,","
8907,made
8908,whole
8909,.
8910,Matthew
8911,Chapter
8912,15
8913,Christ
8914,reproves
8915,Scribes
8916,.
8917,cure
8918,daughter
8919,woman
8920,Canaan
8921,:
8922,many
8923,others
8924,:
8925,feed
8926,four
8927,thousand
8928,seven
8929,loaf
8930,.
8931,15:1
8932,.
8933,came
8934,Jerusalem
8935,scribe
8936,Pharisees
8937,","
8938,saying
8939,:
8940,15:2
8941,.
8942,thy
8943,disciple
8944,transgress
8945,tradition
8946,ancient
8947,?
8948,wash
8949,hand
8950,eat
8951,bread
8952,.
8953,15:3
8954,.
8955,answering
8956,","
8957,said
8958,:
8959,also
8960,transgress
8961,commandment
8962,God
8963,tradition
8964,?
8965,God
8966,said
8967,:
8968,15:4
8969,.
8970,Honour
8971,thy
8972,father
8973,mother
8974,:
8975,:
8976,shall
8977,curse
8978,father
8979,mother
8980,","
8981,let
8982,die
8983,death
8984,.
8985,15:5
8986,.
8987,say
8988,:
8989,Whosoever
8990,shall
8991,say
8992,father
8993,mother
8994,","
8995,gift
8996,whatsoever
8997,proceedeth
8998,","
8999,shall
9000,profit
9001,thee
9002,.
9003,gift
9004,","
9005,etc
9006,....
9007,","
9008,offering
9009,shall
9010,make
9011,God
9012,","
9013,shall
9014,instead
9015,expended
9016,thy
9017,profit
9018,.
9019,tradition
9020,Pharisees
9021,calculated
9022,enrich
9023,;
9024,exempting
9025,child
9026,giving
9027,assistance
9028,parent
9029,","
9030,offered
9031,temple
9032,priest
9033,","
9034,support
9035,parent
9036,.
9037,violation
9038,law
9039,God
9040,","
9041,nature
9042,","
9043,Saviour
9044,condemns
9045,.
9046,15:6
9047,.
9048,shall
9049,honour
9050,father
9051,mother
9052,:
9053,made
9054,void
9055,commandment
9056,God
9057,tradition
9058,.
9059,15:7
9060,.
9061,Hypocrites
9062,","
9063,well
9064,hath
9065,Isaias
9066,prophesied
9067,","
9068,saying
9069,:
9070,15:8
9071,.
9072,people
9073,honoureth
9074,lip
9075,:
9076,heart
9077,far
9078,.
9079,15:9
9080,.
9081,vain
9082,worship
9083,","
9084,teaching
9085,doctrine
9086,commandment
9087,men
9088,.
9089,Commandments
9090,men
9091,....
9092,doctrine
9093,commandment
9094,reprehended
9095,either
9096,contrary
9097,law
9098,God
9099,","
9100,(
9101,neglecting
9102,parent
9103,","
9104,pretence
9105,giving
9106,God
9107,","
9108,)
9109,least
9110,frivolous
9111,","
9112,unprofitable
9113,","
9114,way
9115,conducing
9116,true
9117,piety
9118,","
9119,often
9120,washing
9121,hand
9122,","
9123,etc.
9124,","
9125,without
9126,regard
9127,purity
9128,heart
9129,.
9130,rule
9131,ordinance
9132,holy
9133,church
9134,","
9135,touching
9136,fast
9137,","
9138,festival
9139,","
9140,etc.
9141,","
9142,way
9143,repugnant
9144,","
9145,highly
9146,agreeable
9147,God
9148,’
9149,holy
9150,word
9151,","
9152,Christian
9153,piety
9154,:
9155,neither
9156,counted
9157,among
9158,doctrine
9159,commandment
9160,men
9161,;
9162,proceed
9163,mere
9164,human
9165,authority
9166,;
9167,Christ
9168,established
9169,church
9170,;
9171,whose
9172,pastor
9173,commanded
9174,u
9175,hear
9176,obey
9177,","
9178,even
9179,.
9180,St.
9181,Luke
9182,10
9183,.
9184,16
9185,;
9186,St.
9187,Matt
9188,.
9189,18
9190,.
9191,17
9192,.
9193,15:10
9194,.
9195,called
9196,together
9197,multitude
9198,unto
9199,","
9200,said
9201,:
9202,Hear
9203,ye
9204,understand
9205,.
9206,15:11
9207,.
9208,goeth
9209,mouth
9210,defileth
9211,man
9212,:
9213,cometh
9214,mouth
9215,","
9216,defileth
9217,man
9218,.
9219,goeth
9220,","
9221,etc
9222,....
9223,uncleanness
9224,meat
9225,","
9226,dirt
9227,contracted
9228,eating
9229,unwashed
9230,hand
9231,","
9232,defile
9233,soul
9234,:
9235,sin
9236,alone
9237,;
9238,disobedience
9239,heart
9240,ordinance
9241,God
9242,.
9243,thus
9244,Adam
9245,took
9246,forbidden
9247,fruit
9248,","
9249,apple
9250,","
9251,entered
9252,mouth
9253,","
9254,disobedience
9255,law
9256,God
9257,defiled
9258,.
9259,said
9260,Jew
9261,","
9262,time
9263,old
9264,law
9265,","
9266,eaten
9267,swine
9268,’
9269,flesh
9270,;
9271,Christian
9272,convert
9273,","
9274,day
9275,apostle
9276,","
9277,contrary
9278,ordinance
9279,","
9280,eaten
9281,blood
9282,;
9283,faithful
9284,present
9285,transgress
9286,ordinance
9287,God
9288,’
9289,church
9290,","
9291,breaking
9292,fast
9293,:
9294,case
9295,soul
9296,would
9297,defiled
9298,;
9299,indeed
9300,goeth
9301,mouth
9302,;
9303,disobedience
9304,heart
9305,","
9306,wilfully
9307,transgressing
9308,ordinance
9309,God
9310,","
9311,authority
9312,.
9313,15:12
9314,.
9315,came
9316,disciple
9317,","
9318,said
9319,:
9320,Dost
9321,thou
9322,know
9323,Pharisees
9324,","
9325,heard
9326,word
9327,","
9328,scandalized
9329,?
9330,15:13
9331,.
9332,answering
9333,","
9334,said
9335,:
9336,Every
9337,plant
9338,heavenly
9339,Father
9340,hath
9341,planted
9342,","
9343,shall
9344,rooted
9345,.
9346,15:14
9347,.
9348,Let
9349,alone
9350,:
9351,blind
9352,","
9353,leader
9354,blind
9355,.
9356,blind
9357,lead
9358,blind
9359,","
9360,fall
9361,pit
9362,.
9363,15:15
9364,.
9365,Peter
9366,answering
9367,","
9368,said
9369,:
9370,Expound
9371,u
9372,parable
9373,.
9374,15:16
9375,.
9376,said
9377,:
9378,also
9379,yet
9380,without
9381,understanding
9382,?
9383,15:17
9384,.
9385,understand
9386,","
9387,whatsoever
9388,entereth
9389,mouth
9390,","
9391,goeth
9392,belly
9393,","
9394,cast
9395,privy
9396,?
9397,15:18
9398,.
9399,thing
9400,proceed
9401,mouth
9402,","
9403,come
9404,forth
9405,heart
9406,","
9407,thing
9408,defile
9409,man
9410,.
9411,15:19
9412,.
9413,heart
9414,come
9415,forth
9416,evil
9417,thought
9418,","
9419,murder
9420,","
9421,adultery
9422,","
9423,fornication
9424,","
9425,theft
9426,","
9427,false
9428,testimony
9429,","
9430,blasphemy
9431,.
9432,15:20
9433,.
9434,thing
9435,defile
9436,man
9437,.
9438,eat
9439,unwashed
9440,hand
9441,doth
9442,defile
9443,man
9444,.
9445,15:21
9446,.
9447,Jesus
9448,went
9449,thence
9450,","
9451,retired
9452,coast
9453,Tyre
9454,Sidon
9455,.
9456,15:22
9457,.
9458,behold
9459,woman
9460,Canaan
9461,came
9462,coast
9463,","
9464,cry
9465,","
9466,said
9467,:
9468,mercy
9469,","
9470,Lord
9471,","
9472,thou
9473,son
9474,David
9475,:
9476,daughter
9477,grievously
9478,troubled
9479,devil
9480,.
9481,15:23.
9482,answered
9483,word
9484,.
9485,disciple
9486,came
9487,besought
9488,","
9489,saying
9490,:
9491,Send
9492,away
9493,","
9494,crieth
9495,u
9496,:
9497,15:24
9498,.
9499,answering
9500,","
9501,said
9502,:
9503,sent
9504,sheep
9505,","
9506,lost
9507,house
9508,Israel
9509,.
9510,15:25
9511,.
9512,came
9513,adored
9514,","
9515,saying
9516,:
9517,Lord
