,lemmatised_John
9752,.
9753,13:33
9754,.
9755,Little
9756,child
9757,","
9758,yet
9759,little
9760,.
9761,shall
9762,seek
9763,.
9764,said
9765,Jews
9766,:
9767,Whither
9768,go
9769,come
9770,;
9771,say
9772,.
9773,13:34
9774,.
9775,new
9776,commandment
9777,give
9778,unto
9779,:
9780,love
9781,one
9782,another
9783,","
9784,loved
9785,","
9786,also
9787,love
9788,one
9789,another
9790,.
9791,13:35
9792,.
9793,shall
9794,men
9795,know
9796,disciple
9797,","
9798,love
9799,one
9800,another
9801,.
9802,13:36
9803,.
9804,Simon
9805,Peter
9806,saith
9807,:
9808,Lord
9809,","
9810,whither
9811,goest
9812,thou
9813,?
9814,Jesus
9815,answered
9816,:
9817,Whither
9818,go
9819,","
9820,thou
9821,canst
9822,follow
9823,:
9824,thou
9825,shalt
9826,follow
9827,hereafter
9828,.
9829,13:37
9830,.
9831,Peter
9832,saith
9833,:
9834,follow
9835,thee
9836,?
9837,lay
9838,life
9839,thee
9840,.
9841,13:38
9842,.
9843,Jesus
9844,answered
9845,:
9846,Wilt
9847,thou
9848,lay
9849,thy
9850,life
9851,?
9852,Amen
9853,","
9854,amen
9855,","
9856,say
9857,thee
9858,","
9859,cock
9860,shall
9861,crow
9862,","
9863,till
9864,thou
9865,deny
9866,thrice
9867,.
9868,John
9869,Chapter
9870,14
9871,Christ
9872,’
9873,discourse
9874,last
9875,supper
9876,.
9877,14:1
9878,.
9879,Let
9880,heart
9881,troubled
9882,.
9883,believe
9884,God
9885,:
9886,believe
9887,also
9888,.
9889,14:2
9890,.
9891,Father
9892,’
9893,house
9894,many
9895,mansion
9896,.
9897,","
9898,would
9899,told
9900,:
9901,go
9902,prepare
9903,place
9904,.
9905,14:3
9906,.
9907,shall
9908,go
9909,prepare
9910,place
9911,","
9912,come
9913,take
9914,:
9915,","
9916,also
9917,may
9918,.
9919,14:4
9920,.
9921,whither
9922,go
9923,know
9924,:
9925,way
9926,know
9927,.
9928,14:5
9929,.
9930,Thomas
9931,saith
9932,:
9933,Lord
9934,","
9935,know
9936,whither
9937,thou
9938,goest
9939,.
9940,know
9941,way
9942,?
9943,14:6
9944,.
9945,Jesus
9946,saith
9947,:
9948,way
9949,","
9950,truth
9951,","
9952,life
9953,.
9954,man
9955,cometh
9956,Father
9957,","
9958,.
9959,14:7
9960,.
9961,known
9962,","
9963,would
9964,without
9965,doubt
9966,known
9967,Father
9968,also
9969,:
9970,henceforth
9971,shall
9972,know
9973,.
9974,seen
9975,.
9976,14:8
9977,.
9978,Philip
9979,saith
9980,:
9981,Lord
9982,","
9983,shew
9984,u
9985,Father
9986,;
9987,enough
9988,u
9989,.
9990,14:9
9991,.
9992,Jesus
9993,saith
9994,:
9995,long
9996,time
9997,known
9998,?
9999,Philip
10000,","
10001,seeth
10002,seeth
10003,Father
10004,also
10005,.
10006,sayest
10007,thou
10008,:
10009,Shew
10010,u
10011,Father
10012,?
10013,14:10
10014,.
10015,believe
10016,Father
10017,Father
10018,?
10019,word
10020,speak
10021,","
10022,speak
10023,.
10024,Father
10025,abideth
10026,","
10027,doth
10028,work
10029,.
10030,14:11
10031,.
10032,Believe
10033,Father
10034,Father
10035,?
10036,14:12
10037,.
10038,Otherwise
10039,believe
10040,work
10041,’
10042,sake
10043,.
10044,Amen
10045,","
10046,amen
10047,","
10048,say
10049,","
10050,believeth
10051,","
10052,work
10053,","
10054,also
10055,shall
10056,:
10057,greater
10058,shall
10059,.
10060,14:13
10061,.
10062,go
10063,Father
10064,:
10065,whatsoever
10066,shall
10067,ask
10068,Father
10069,name
10070,","
10071,:
10072,Father
10073,may
10074,glorified
10075,Son
10076,.
10077,14:14
10078,.
10079,shall
10080,ask
10081,thing
10082,name
10083,","
10084,.
10085,14:15
10086,.
10087,love
10088,","
10089,keep
10090,commandment
10091,.
10092,14:16
10093,.
10094,ask
10095,Father
10096,:
10097,shall
10098,give
10099,another
10100,Paraclete
10101,","
10102,may
10103,abide
10104,ever
10105,:
10106,Paraclete
10107,....
10108,","
10109,comforter
10110,:
10111,also
10112,advocate
10113,;
10114,inasmuch
10115,inspiring
10116,prayer
10117,","
10118,prays
10119,","
10120,","
10121,u
10122,","
10123,pleads
10124,u
10125,.
10126,ever
10127,....
10128,Hence
10129,evident
10130,Spirit
10131,Truth
10132,promised
10133,person
10134,apostle
10135,","
10136,also
10137,successor
10138,generation
10139,.
10140,14:17
10141,.
10142,spirit
10143,truth
10144,","
10145,world
10146,receive
10147,","
10148,seeth
10149,","
10150,knoweth
10151,.
10152,shall
10153,know
10154,;
10155,shall
10156,abide
10157,shall
10158,.
10159,14:18
10160,.
10161,leave
10162,orphan
10163,:
10164,come
10165,.
10166,14:19
10167,.
10168,Yet
10169,little
10170,world
10171,seeth
10172,.
10173,see
10174,:
10175,live
10176,","
10177,shall
10178,live
10179,.
10180,14:20
10181,.
10182,day
10183,shall
10184,know
10185,Father
10186,:
10187,","
10188,.
10189,14:21
10190,.
10191,hath
10192,commandment
10193,keepeth
10194,;
10195,loveth
10196,.
10197,loveth
10198,shall
10199,loved
10200,Father
10201,:
10202,love
10203,manifest
10204,.
10205,14:22
10206,.
10207,Judas
10208,saith
10209,","
10210,Iscariot
10211,:
10212,Lord
10213,","
10214,thou
10215,wilt
10216,manifest
10217,thyself
10218,u
10219,","
10220,world
10221,?
10222,14:23
10223,.
10224,Jesus
10225,answered
10226,said
10227,:
10228,one
10229,love
10230,","
10231,keep
10232,word
10233,.
10234,Father
10235,love
10236,come
10237,make
10238,abode
10239,.
10240,14:24
10241,.
10242,loveth
10243,keepeth
10244,word
10245,.
10246,word
10247,heard
10248,mine
10249,;
10250,Father
10251,’
10252,sent
10253,.
10254,14:25
10255,.
10256,thing
10257,spoken
10258,","
10259,abiding
10260,.
10261,14:26
10262,.
10263,Paraclete
10264,","
10265,Holy
10266,Ghost
10267,","
10268,Father
10269,send
10270,name
10271,","
10272,teach
10273,thing
10274,bring
10275,thing
10276,mind
10277,","
10278,whatsoever
10279,shall
10280,said
10281,.
10282,Teach
10283,thing
10284,....
10285,Holy
10286,Ghost
10287,promised
10288,apostle
10289,successor
10290,","
10291,particularly
10292,","
10293,order
10294,teach
10295,truth
10296,","
10297,preserve
10298,error
10299,.
10300,14:27
10301,.
10302,Peace
10303,leave
10304,:
10305,peace
10306,give
10307,unto
10308,:
10309,world
10310,giveth
10311,","
10312,give
10313,unto
10314,.
10315,Let
10316,heart
10317,troubled
10318,:
10319,let
10320,afraid
10321,.
10322,14:28
10323,.
10324,heard
10325,said
10326,:
10327,go
10328,away
10329,","
10330,come
10331,unto
10332,.
10333,loved
10334,would
10335,indeed
10336,glad
10337,","
10338,go
10339,Father
10340,:
10341,Father
10342,greater
10343,.
10344,Father
10345,greater
10346,....
10347,evident
10348,","
10349,Christ
10350,Lord
10351,speaks
10352,made
10353,man
10354,:
10355,God
10356,equal
10357,Father
10358,.
10359,(
10360,See
10361,Phil
10362,.
10363,2
10364,.
10365,)
10366,difficulty
10367,understanding
10368,meaning
10369,word
10370,vanish
10371,","
10372,relative
10373,circumstance
10374,text
10375,considered
10376,:
10377,Christ
10378,time
10379,shortly
10380,suffer
10381,death
10382,","
10383,signified
10384,apostle
10385,human
10386,nature
10387,word
10388,:
10389,God
10390,could
10391,die
10392,.
10393,therefore
10394,God
10395,man
10396,","
10397,must
10398,follow
10399,according
10400,humanity
10401,die
10402,","
10403,apostle
10404,soon
10405,see
10406,believe
10407,","
10408,express
10409,","
10410,ver
10411,.
10412,29
10413,.
10414,told
10415,come
10416,pas
10417,:
10418,shall
10419,come
10420,pas
10421,","
10422,may
10423,believe
10424,.
10425,14:29
10426,.
10427,told
10428,come
10429,pas
10430,:
10431,shall
10432,come
10433,pas
10434,","
10435,may
10436,believe
10437,.
10438,14:30
10439,.
10440,speak
10441,many
10442,thing
10443,.
10444,prince
10445,world
10446,:
10447,cometh
10448,:
10449,hath
10450,thing
10451,.
10452,14:31
10453,.
10454,world
10455,may
10456,know
10457,love
10458,Father
10459,:
10460,Father
10461,hath
10462,given
10463,commandment
10464,","
10465,I.
10466,Arise
10467,","
10468,let
10469,u
10470,go
10471,hence
10472,.
10473,John
10474,Chapter
10475,15
10476,continuation
10477,Christ
10478,’
10479,discourse
10480,disciple
10481,.
10482,15:1
10483,.
10484,true
10485,vine
10486,:
10487,Father
10488,husbandman
10489,.
10490,15:2
10491,.
10492,Every
10493,branch
10494,beareth
10495,fruit
10496,","
10497,take
10498,away
10499,:
10500,every
10501,one
10502,beareth
10503,fruit
10504,","
10505,purge
10506,","
10507,may
10508,bring
10509,forth
10510,fruit
10511,.
10512,15:3
10513,.
10514,clean
10515,","
10516,reason
10517,word
10518,spoken
10519,.
10520,15:4
10521,.
10522,Abide
10523,:
10524,.
10525,branch
10526,bear
10527,fruit
10528,","
10529,unless
10530,abide
10531,vine
10532,","
10533,neither
10534,","
10535,unless
10536,abide
10537,.
10538,15:5
10539,.
10540,vine
10541,:
10542,branch
10543,.
10544,abideth
10545,","
10546,","
10547,beareth
10548,much
10549,fruit
10550,:
10551,without
10552,nothing
10553,.
10554,15:6
10555,.
10556,one
10557,abide
10558,","
10559,shall
10560,cast
10561,forth
10562,branch
10563,shall
10564,wither
10565,:
10566,shall
10567,gather
10568,cast
10569,fire
10570,:
10571,burneth
10572,.
10573,15:7
10574,.
10575,abide
10576,word
10577,abide
10578,","
10579,shall
10580,ask
10581,whatever
10582,:
10583,shall
10584,done
10585,unto
10586,.
10587,15:8
10588,.
10589,Father
10590,glorified
10591,:
10592,bring
10593,forth
10594,much
10595,fruit
10596,become
10597,disciple
10598,.
10599,15:9
10600,.
10601,Father
10602,hath
10603,loved
10604,","
10605,also
10606,loved
10607,.
10608,Abide
10609,love
10610,.
10611,15:10
10612,.
10613,keep
10614,commandment
10615,","
10616,shall
10617,abide
10618,love
10619,:
10620,also
10621,kept
10622,Father
10623,’
10624,commandment
10625,abide
10626,love
10627,.
10628,15:11
10629,.
10630,thing
10631,spoken
10632,","
10633,joy
10634,may
10635,","
10636,joy
10637,may
10638,filled
10639,.
10640,15:12
10641,.
10642,commandment
10643,","
10644,love
10645,one
10646,another
10647,","
10648,loved
10649,.
10650,15:13
10651,.
10652,Greater
10653,love
10654,man
10655,hath
10656,","
10657,man
10658,lay
10659,life
10660,friend
10661,.
10662,15:14
10663,.
10664,friend
10665,","
10666,thing
10667,command
10668,.
10669,15:15
10670,.
10671,call
10672,servant
10673,:
10674,servant
10675,knoweth
10676,lord
10677,doth
10678,.
10679,called
10680,friend
10681,:
10682,thing
10683,","
10684,whatsoever
10685,heard
10686,Father
10687,","
10688,made
10689,known
10690,.
10691,15:16
10692,.
10693,chosen
10694,:
10695,chosen
10696,;
10697,appointed
10698,","
10699,go
10700,bring
10701,forth
10702,fruit
10703,;
10704,fruit
10705,remain
10706,:
10707,whatsoever
10708,shall
10709,ask
10710,Father
10711,name
10712,","
10713,may
10714,give
10715,.
10716,15:17
10717,.
10718,thing
10719,command
10720,","
10721,love
10722,one
10723,another
10724,.
10725,15:18
10726,.
10727,world
10728,hate
10729,","
10730,know
10731,ye
10732,hath
10733,hated
10734,.
10735,15:19
10736,.
10737,world
10738,","
10739,world
10740,would
10741,love
10742,:
10743,world
10744,","
10745,chosen
10746,world
10747,","
10748,therefore
10749,world
10750,hateth
10751,.
10752,15:20
10753,.
10754,Remember
10755,word
10756,said
10757,:
10758,servant
10759,greater
10760,master
10761,.
10762,persecuted
10763,","
10764,also
10765,persecute
10766,.
10767,kept
10768,word
10769,","
10770,keep
10771,also
10772,.
10773,15:21
10774,.
10775,thing
10776,name
10777,’
10778,sake
10779,:
10780,know
10781,sent
10782,.
10783,15:22
10784,.
10785,come
10786,spoken
10787,","
10788,would
10789,sin
10790,:
10791,excuse
10792,sin
10793,.
10794,15:23
10795,.
10796,hateth
10797,hateth
10798,Father
10799,also
10800,.
10801,15:24
10802,.
10803,done
10804,among
10805,work
10806,man
10807,hath
10808,done
10809,","
10810,would
10811,sin
10812,:
10813,seen
10814,hated
10815,Father
10816,.
10817,15:25
10818,.
10819,word
10820,may
10821,fulfilled
10822,written
10823,law
10824,:
10825,hated
10826,without
10827,cause
10828,.
10829,15:26
10830,.
10831,Paraclete
10832,cometh
10833,","
10834,send
10835,Father
10836,","
10837,Spirit
10838,truth
10839,","
10840,proceedeth
10841,Father
10842,","
10843,shall
10844,give
10845,testimony
10846,.
10847,send
10848,....
10849,prof
10850,","
10851,modern
10852,Greeks
10853,","
10854,Holy
10855,Ghost
10856,proceedeth
10857,Son
10858,","
10859,well
10860,Father
10861,:
10862,otherwise
10863,could
10864,sent
10865,Son
10866,.
10867,15:27
10868,.
10869,shall
10870,give
10871,testimony
10872,","
10873,beginning
10874,.
10875,John
10876,Chapter
10877,16
10878,conclusion
10879,Christ
10880,’
10881,last
10882,discourse
10883,disciple
10884,.
10885,16:1
10886,.
10887,thing
10888,spoken
10889,","
10890,may
10891,scandalized
10892,.
10893,16:2
10894,.
10895,put
10896,synagogue
10897,:
10898,yea
10899,","
10900,hour
10901,cometh
10902,","
10903,whosoever
10904,killeth
10905,think
10906,doth
10907,service
10908,God
10909,.
10910,16:3
10911,.
10912,thing
10913,;
10914,known
10915,Father
10916,.
10917,16:4
10918,.
10919,thing
10920,told
10921,","
10922,hour
10923,shall
10924,come
10925,","
10926,may
10927,remember
10928,told
10929,.
10930,16:5
10931,.
10932,told
10933,thing
10934,beginning
10935,","
10936,.
10937,go
10938,sent
10939,","
10940,none
10941,asketh
10942,:
10943,Whither
10944,goest
10945,thou
10946,?
10947,16:6
10948,.
10949,spoken
10950,thing
10951,","
10952,sorrow
10953,hath
10954,filled
10955,heart
10956,.
10957,16:7
10958,.
10959,tell
10960,truth
10961,:
10962,expedient
10963,go
10964,.
10965,go
10966,","
10967,Paraclete
10968,come
10969,:
10970,go
10971,","
10972,send
10973,.
10974,16:8
10975,.
10976,come
10977,","
10978,convince
10979,world
10980,sin
10981,justice
10982,judgment
10983,.
10984,convince
10985,world
10986,sin
10987,","
10988,etc
10989,....
10990,Holy
10991,Ghost
10992,","
10993,coming
10994,brought
10995,many
10996,thousand
10997,","
10998,first
10999,","
11000,sense
11001,sin
11002,believing
11003,Christ
11004,.
11005,Secondly
11006,","
11007,conviction
11008,justice
11009,Christ
11010,","
11011,sitting
11012,right
11013,hand
11014,Father
11015,.
11016,thirdly
11017,","
11018,right
11019,apprehension
11020,judgment
11021,prepared
11022,choose
11023,follow
11024,Satan
11025,","
11026,already
11027,judged
11028,condemned
11029,.
11030,16:9
11031,.
11032,sin
11033,:
11034,believed
11035,.
11036,16:10
11037,.
11038,justice
11039,:
11040,go
11041,Father
11042,:
11043,shall
11044,see
11045,longer
11046,.
11047,16:11
11048,.
11049,judgment
11050,:
11051,prince
11052,world
11053,already
11054,judged
11055,.
11056,16:12
11057,.
11058,yet
11059,many
11060,thing
11061,say
11062,:
11063,bear
11064,.
11065,16:13
11066,.
11067,","
11068,Spirit
11069,truth
11070,","
11071,come
11072,","
11073,teach
11074,truth
11075,.
11076,shall
11077,speak
11078,:
11079,thing
11080,soever
11081,shall
11082,hear
11083,","
11084,shall
11085,speak
11086,.
11087,thing
11088,come
11089,","
11090,shall
11091,shew
11092,.
11093,teach
11094,truth
11095,....
11096,See
11097,annotation
11098,chap
11099,.
11100,14.
11101,ver
11102,.
11103,26
11104,.
11105,16:14
11106,.
11107,shall
11108,glorify
11109,:
11110,shall
11111,receive
11112,mine
11113,shall
11114,shew
11115,.
11116,16:15
11117,.
11118,thing
11119,whatsoever
11120,Father
11121,hath
11122,mine
11123,.
11124,Therefore
11125,said
11126,shall
11127,receive
11128,shew
11129,.
11130,16:16
11131,.
11132,little
11133,","
11134,shall
11135,see
11136,:
11137,little
11138,","
11139,shall
11140,see
11141,:
11142,go
11143,Father
11144,.
11145,16:17
11146,.
11147,disciple
11148,said
11149,one
11150,another
11151,:
11152,saith
11153,u
11154,:
11155,little
11156,","
11157,shall
11158,see
11159,:
11160,little
11161,","
11162,shall
11163,see
11164,","
11165,","
11166,go
11167,Father
11168,?
11169,16:18
11170,.
11171,said
11172,therefore
11173,:
11174,saith
11175,","
11176,little
11177,?
11178,know
11179,speaketh
11180,.
11181,16:19
11182,.
11183,Jesus
11184,knew
11185,mind
11186,ask
11187,.
11188,said
11189,:
11190,inquire
11191,among
11192,","
11193,said
11194,:
11195,little
11196,","
11197,shall
11198,see
11199,;
11200,little
11201,","
11202,shall
11203,see
11204,?
11205,16:20
11206,.
11207,Amen
11208,","
11209,amen
11210,","
11211,say
11212,","
11213,shall
11214,lament
11215,weep
11216,","
11217,world
11218,shall
11219,rejoice
11220,:
11221,shall
11222,made
11223,sorrowful
11224,","
11225,sorrow
11226,shall
11227,turned
11228,joy
11229,.
11230,16:21
11231,.
11232,woman
11233,","
11234,labour
11235,","
11236,hath
11237,sorrow
11238,","
11239,hour
11240,come
11241,;
11242,hath
11243,brought
11244,forth
11245,child
11246,","
11247,remembereth
11248,anguish
11249,","
11250,joy
11251,man
11252,born
11253,world
11254,.
11255,16:22
11256,.
11257,also
11258,indeed
11259,sorrow
11260,:
11261,see
11262,heart
11263,shall
11264,rejoice
11265,.
11266,joy
11267,man
11268,shall
11269,take
11270,.
11271,16:23
11272,.
11273,day
11274,shall
11275,ask
11276,thing
11277,.
11278,Amen
11279,","
11280,amen
11281,","
11282,say
11283,:
11284,ask
11285,Father
11286,thing
11287,name
11288,","
11289,give
11290,.
11291,16:24
11292,.
11293,Hitherto
11294,","
11295,asked
11296,thing
11297,name
11298,.
11299,Ask
11300,","
11301,shall
11302,receive
11303,;
11304,joy
11305,may
11306,full
11307,.
11308,16:25
11309,.
11310,thing
11311,spoken
11312,proverb
11313,.
11314,hour
11315,cometh
11316,longer
11317,speak
11318,proverb
11319,","
11320,shew
11321,plainly
11322,Father
11323,.
11324,16:26
11325,.
11326,day
11327,","
11328,shall
11329,ask
11330,name
11331,:
11332,say
11333,ask
11334,Father
11335,.
11336,16:27
11337,.
11338,Father
11339,loveth
11340,","
11341,loved
11342,believed
11343,came
11344,God
11345,.
11346,16:28
11347,.
11348,came
11349,forth
11350,Father
11351,come
11352,world
11353,:
11354,leave
11355,world
11356,go
11357,Father
11358,.
11359,16:29
11360,.
11361,disciple
11362,say
11363,:
11364,Behold
11365,","
11366,thou
11367,speakest
11368,plainly
11369,speakest
11370,proverb
11371,.
11372,16:30
11373,.
11374,know
11375,thou
11376,knowest
11377,thing
11378,thou
11379,needest
11380,man
11381,ask
11382,thee
11383,.
11384,believe
11385,thou
11386,camest
11387,forth
11388,God
11389,.
11390,16:31
11391,.
11392,Jesus
11393,answered
11394,:
11395,believe
11396,?
11397,16:32
11398,.
11399,Behold
11400,","
11401,hour
11402,cometh
11403,","
11404,come
11405,","
11406,shall
11407,scattered
11408,every
11409,man
11410,shall
11411,leave
11412,alone
11413,.
11414,yet
11415,alone
11416,","
11417,Father
11418,.
11419,16:33
11420,.
11421,thing
11422,spoken
11423,","
11424,may
11425,peace
11426,.
11427,world
11428,shall
11429,distress
11430,.
11431,confidence
11432,.
11433,overcome
11434,world
11435,.
11436,John
11437,Chapter
11438,17
11439,Christ
11440,’
11441,prayer
11442,disciple
11443,.
11444,17:1
11445,.
11446,thing
11447,Jesus
11448,spoke
11449,:
11450,lifting
11451,eye
11452,heaven
11453,","
11454,said
11455,:
11456,Father
11457,","
11458,hour
11459,come
11460,.
11461,Glorify
11462,thy
11463,Son
11464,","
11465,thy
11466,Son
11467,may
11468,glorify
11469,thee
11470,.
11471,17:2
11472,.
11473,thou
11474,hast
11475,given
11476,power
11477,flesh
11478,","
11479,may
11480,give
11481,eternal
11482,life
11483,thou
11484,hast
11485,given
11486,.
11487,17:3
11488,.
11489,eternal
11490,life
11491,:
11492,may
11493,know
11494,thee
11495,","
11496,true
11497,God
11498,","
11499,Jesus
11500,Christ
11501,","
11502,thou
11503,hast
11504,sent
11505,.
11506,17:4
11507,.
11508,glorified
11509,thee
11510,earth
11511,;
11512,finished
11513,work
11514,thou
11515,gavest
11516,.
11517,17:5
11518,.
11519,glorify
11520,thou
11521,","
11522,Father
11523,","
11524,thyself
11525,","
11526,glory
11527,","
11528,world
11529,","
11530,thee
11531,.
11532,17:6
11533,.
11534,manifested
11535,thy
11536,name
11537,men
11538,thou
11539,hast
11540,given
11541,world
11542,.
11543,Thine
11544,:
11545,thou
11546,gavest
11547,.
11548,kept
11549,thy
11550,word
11551,.
11552,17:7
11553,.
11554,known
11555,thing
11556,thou
11557,hast
11558,given
11559,thee
11560,:
11561,17:8
11562,.
11563,word
11564,thou
11565,gavest
11566,","
11567,given
11568,.
11569,received
11570,known
11571,deed
11572,came
11573,thee
11574,:
11575,believed
11576,thou
11577,didst
11578,send
11579,.
11580,17:9
11581,.
11582,pray
11583,.
11584,pray
11585,world
11586,","
11587,thou
11588,hast
11589,given
11590,:
11591,thine
11592,.
11593,17:10
11594,.
11595,thing
11596,thine
11597,","
11598,thine
11599,mine
11600,:
11601,glorified
11602,.
11603,17:11
11604,.
11605,world
11606,","
11607,world
11608,","
11609,come
11610,thee
11611,.
11612,Holy
11613,Father
11614,","
11615,keep
11616,thy
11617,name
11618,thou
11619,hast
11620,given
11621,:
11622,may
11623,one
11624,","
11625,also
11626,.
11627,17:12
11628,.
11629,","
11630,kept
11631,thy
11632,name
11633,.
11634,thou
11635,gavest
11636,kept
11637,:
11638,none
11639,lost
11640,","
11641,son
11642,perdition
11643,:
11644,scripture
11645,may
11646,fulfilled
11647,.
11648,17:13
11649,.
11650,come
11651,thee
11652,:
11653,thing
11654,speak
11655,world
11656,","
11657,may
11658,joy
11659,filled
11660,.
11661,17:14
11662,.
11663,given
11664,thy
11665,word
11666,","
11667,world
11668,hath
11669,hated
11670,:
11671,world
11672,","
11673,also
11674,world
11675,.
11676,17:15
11677,.
11678,pray
11679,thou
11680,shouldst
11681,take
11682,world
11683,","
11684,thou
11685,shouldst
11686,keep
11687,evil
11688,.
11689,17:16
11690,.
11691,world
11692,","
11693,also
11694,world
11695,.
11696,17:17
11697,.
11698,Sanctify
11699,truth
11700,.
11701,Thy
11702,word
11703,truth
11704,.
11705,17:18
11706,.
11707,thou
11708,hast
11709,sent
11710,world
11711,","
11712,also
11713,sent
11714,world
11715,.
11716,17:19
11717,.
11718,sanctify
11719,","
11720,also
11721,may
11722,sanctified
11723,truth
11724,.
11725,17:20
11726,.
11727,pray
11728,","
11729,also
11730,word
11731,shall
11732,believe
11733,.
11734,17:21
11735,.
11736,may
11737,one
11738,","
11739,thou
11740,","
11741,Father
11742,","
11743,","
11744,thee
11745,;
11746,also
11747,may
11748,one
11749,u
11750,:
11751,world
11752,may
11753,believe
11754,thou
11755,hast
11756,sent
11757,.
11758,17:22
11759,.
11760,glory
11761,thou
11762,hast
11763,given
11764,","
11765,given
11766,:
11767,","
11768,may
11769,one
11770,","
11771,also
11772,one
11773,.
11774,17:23
11775,.
11776,","
11777,thou
11778,:
11779,may
11780,made
11781,perfect
11782,one
11783,:
11784,world
11785,may
11786,know
11787,thou
11788,hast
11789,sent
11790,hast
11791,loved
11792,","
11793,thou
11794,hast
11795,also
11796,loved
11797,.
11798,17:24
11799,.
11800,Father
11801,","
11802,","
11803,also
11804,thou
11805,hast
11806,given
11807,may
11808,:
11809,may
11810,see
11811,glory
11812,thou
11813,hast
11814,given
11815,","
11816,thou
11817,hast
11818,loved
11819,creation
11820,world
11821,.
11822,17:25
11823,.
11824,Father
11825,","
11826,world
11827,hath
11828,known
11829,thee
11830,:
11831,known
11832,thee
11833,.
11834,known
11835,thou
11836,hast
11837,sent
11838,.
11839,17:26
11840,.
11841,made
11842,known
11843,thy
11844,name
11845,make
11846,known
11847,:
11848,love
11849,wherewith
11850,thou
11851,hast
11852,loved
11853,may
11854,","
11855,.
11856,John
11857,Chapter
11858,18
11859,history
11860,passion
11861,Christ
11862,.
11863,18:1
11864,.
11865,Jesus
11866,said
11867,thing
11868,","
11869,went
11870,forth
11871,disciple
11872,brook
11873,Cedron
11874,","
11875,garden
11876,","
11877,entered
11878,disciple
11879,.
11880,18:2
11881,.
11882,Judas
11883,also
11884,","
11885,betrayed
11886,","
11887,knew
11888,place
11889,:
11890,Jesus
11891,often
11892,resorted
11893,thither
11894,together
11895,disciple
11896,.
11897,18:3
11898,.
11899,Judas
11900,therefore
11901,received
11902,band
11903,soldier
11904,servant
11905,chief
11906,priest
11907,Pharisees
11908,","
11909,cometh
11910,thither
11911,lantern
11912,torch
11913,weapon
11914,.
11915,18:4
11916,.
11917,Jesus
11918,therefore
11919,","
11920,knowing
11921,thing
11922,come
11923,upon
11924,","
11925,went
11926,forth
11927,said
11928,:
11929,seek
11930,ye
11931,?
11932,18:5
11933,.
11934,answered
11935,:
11936,Jesus
11937,Nazareth
11938,.
11939,Jesus
11940,saith
11941,:
11942,.
11943,Judas
11944,also
11945,","
11946,betrayed
11947,","
11948,stood
11949,.
11950,18:6
11951,.
11952,soon
11953,therefore
11954,said
11955,:
11956,;
11957,went
11958,backward
11959,fell
11960,ground
11961,.
11962,18:7
11963,.
11964,therefore
11965,asked
11966,:
11967,seek
11968,ye
11969,?
11970,said
11971,:
11972,Jesus
11973,Nazareth
11974,.
11975,18:8
11976,.
11977,Jesus
11978,answered
11979,:
11980,told
11981,.
11982,therefore
11983,seek
11984,","
11985,let
11986,go
11987,way
11988,","
11989,18:9
11990,.
11991,word
11992,might
11993,fulfilled
11994,said
11995,:
11996,thou
11997,hast
11998,given
11999,","
12000,lost
12001,one
12002,.
12003,18:10
12004,.
12005,Simon
12006,Peter
12007,","
12008,sword
12009,","
12010,drew
12011,struck
12012,servant
12013,high
12014,priest
12015,cut
12016,right
12017,ear
12018,.
12019,name
12020,servant
12021,Malchus
12022,.
12023,18:11
12024,.
12025,Jesus
12026,therefore
12027,said
12028,Peter
12029,:
12030,Put
12031,thy
12032,sword
12033,scabbard
12034,.
12035,chalice
12036,father
12037,hath
12038,given
12039,","
12040,shall
12041,drink
12042,?
12043,18:12
12044,.
12045,band
12046,tribune
12047,servant
12048,Jews
12049,took
12050,Jesus
12051,bound
12052,.
12053,18:13
12054,.
12055,led
12056,away
12057,Annas
12058,first
12059,","
12060,father-in-law
12061,Caiphas
12062,","
12063,high
12064,priest
12065,year
12066,.
12067,18:14
12068,.
12069,Caiphas
12070,given
12071,counsel
12072,Jews
12073,:
12074,expedient
12075,one
12076,man
12077,die
12078,people
12079,.
12080,18:15
12081,.
12082,Simon
12083,Peter
12084,followed
12085,Jesus
12086,:
12087,another
12088,disciple
12089,.
12090,disciple
12091,known
12092,high
12093,priest
12094,went
12095,Jesus
12096,court
12097,high
12098,priest
12099,.
12100,18:16
12101,.
12102,Peter
12103,stood
12104,door
12105,without
12106,.
12107,disciple
12108,therefore
12109,","
12110,known
12111,high
12112,priest
12113,","
12114,went
12115,spoke
12116,portress
12117,brought
12118,Peter
12119,.
12120,18:17
12121,.
12122,maid
12123,therefore
12124,portress
12125,saith
12126,Peter
12127,:
12128,Art
12129,thou
12130,also
12131,one
12132,man
12133,’
12134,disciple
12135,?
12136,saith
12137,:
12138,.
12139,18:18
12140,.
12141,servant
12142,minister
12143,stood
12144,fire
12145,coal
12146,","
12147,cold
12148,","
12149,warmed
12150,.
12151,Peter
12152,also
12153,","
12154,standing
12155,warming
12156,.
12157,18:19
12158,.
12159,high
12160,priest
12161,therefore
12162,asked
12163,Jesus
12164,disciple
12165,doctrine
12166,.
12167,18:20
12168,.
12169,Jesus
12170,answered
12171,:
12172,spoken
12173,openly
12174,world
12175,.
12176,always
12177,taught
12178,synagogue
12179,temple
12180,","
12181,whither
12182,Jews
12183,resort
12184,:
12185,secret
12186,spoken
12187,nothing
12188,.
